milage,accident,price,engine_hp,brand_id,model_id,fuel_type_id,transmission_norm,age
21,0,76000,400.0,3,1657,3,2,7
95,0,10900,300.0,28,1144,3,0,17
107,1,6250,138.0,19,581,3,0,15
60,1,24700,354.0,3,1506,3,2,9
33,0,34999,291.0,38,942,3,1,13
500,0,60000,455.0,52,1109,2,0,2
108,0,63500,523.0,36,1057,3,0,9
38,0,149500,565.0,39,785,3,2,8
74,0,44798,350.0,36,777,3,0,7
56,0,34562,304.0,9,308,3,0,6
47,1,32541,213.0,34,391,3,0,4
26,0,65900,440.0,14,638,3,0,3
10,0,47214,384.0,39,1699,3,0,5
19,0,76900,383.0,27,933,3,0,6
52,0,35800,310.0,9,1721,3,0,5
65,1,54999,188.0,36,1616,0,0,11
140,0,6730,225.0,4,1795,3,2,21
76,1,14950,181.0,14,738,3,0,7
117,0,12000,240.0,28,1015,3,0,10
2,0,429998,339.0,14,783,3,1,20
26,0,33600,420.0,16,758,3,2,8
2,0,99950,447.0,27,923,3,0,3
16,0,61900,430.0,14,1533,3,1,11
15,0,18500,173.0,48,1582,3,0,17
11,0,119900,387.0,3,1314,3,0,3
50,0,65998,369.0,53,947,3,0,9
115,1,36000,429.0,36,1491,3,2,12
28,0,63500,355.0,43,149,3,1,20
52,0,32000,375.0,36,221,3,2,7
149,0,3900,263.0,14,1676,3,0,17
39,1,31750,320.0,4,76,3,0,7
82,0,28500,237.0,17,1459,3,1,17
4,0,34998,201.0,0,906,3,2,2
109,0,12749,310.0,14,627,3,0,24
46,0,18853,302.0,36,1494,3,0,21
123,1,104999,382.0,36,356,3,0,18
37,0,16900,306.0,20,744,3,1,18
89,0,14500,210.0,54,826,3,1,9
1,0,53900,432.0,11,442,3,0,3
67,1,47999,450.0,28,1145,3,0,6
29,0,24900,404.0,32,812,3,0,10
8,0,93999,670.0,52,1101,2,0,2
41,0,108900,563.0,36,218,3,2,7
99,0,34998,309.0,14,636,3,0,7
124,0,5000,283.0,54,1373,3,0,13
61,1,34084,309.0,53,868,3,0,5
96,0,15599,232.0,17,463,3,0,9
66,0,31331,304.0,22,1777,3,0,8
114,0,9900,400.0,26,1436,3,0,17
75,0,14500,150.0,0,876,3,0,10
46,0,36800,560.0,4,986,3,0,9
71,1,35000,300.0,4,1809,3,0,9
33,0,49750,325.0,43,438,3,0,11
2,0,49000,266.0,28,502,5,0,4
94,0,10500,275.0,8,532,3,0,17
25,0,17999,335.0,8,242,3,0,9
100,0,27995,355.0,15,1545,3,0,9
159,0,8750,328.0,20,748,3,0,16
20,0,78499,310.0,14,1718,3,0,2
47,1,20850,304.0,8,1860,3,0,7
46,0,41000,375.0,39,1133,3,0,8
20,0,53800,362.0,36,776,3,0,6
175,1,37900,381.0,53,948,3,0,17
62,0,63500,381.0,53,948,3,0,9
50,0,65000,280.0,44,1218,3,0,9
39,0,100000,493.0,25,796,3,2,18
84,0,8995,263.0,28,1015,3,0,14
7,0,105500,355.0,36,564,2,0,2
278,0,359991,577.0,25,874,3,0,2
2,0,75900,387.0,1,1367,3,0,3
51,0,23995,78.0,9,1709,3,0,4
14,0,257000,641.0,25,1741,3,0,4
60,1,15000,328.0,20,748,3,0,12
54,0,33950,424.0,32,957,3,0,8
24,0,47498,309.0,53,864,3,0,3
15,0,50998,384.0,39,265,3,0,3
2,0,42998,232.0,3,1235,4,0,2
2,0,94999,760.0,14,1533,3,2,3
65,0,46995,450.0,28,1145,3,0,6
16,0,62479,329.0,36,565,2,0,3
18,0,47995,369.0,44,10,3,0,3
37,0,14900,239.0,28,1706,3,0,21
15,0,39998,232.0,0,1648,3,0,3
14,0,29999,213.0,53,407,4,0,3
224,0,3900,160.0,17,359,3,1,22
81,0,26000,402.0,36,554,3,2,11
81,1,11000,166.0,34,1022,3,1,18
7,0,63000,300.0,43,117,3,0,6
143,0,22500,275.0,14,1718,3,0,10
88,0,18688,232.0,24,1608,3,0,8
116,0,16500,328.0,20,746,3,1,15
54,0,27900,390.0,39,1698,3,0,6
12,0,77500,444.0,3,1481,4,0,4
20,0,43998,341.0,26,1381,3,0,6
32,0,68000,210.0,14,1718,0,0,5
70,0,19995,330.0,20,1252,3,0,11
9,0,54000,285.0,22,818,3,0,3
156,1,5900,265.0,28,1012,3,0,15
26,0,134999,341.0,43,147,3,1,5
67,1,34250,362.0,36,208,3,2,7
52,1,37000,275.0,43,434,3,2,11
137,0,12000,300.0,0,999,3,2,14
36,1,32000,292.0,54,831,3,0,7
16,1,24500,147.0,24,726,3,0,2
11,0,96998,502.0,4,991,3,0,5
50,0,26545,232.0,28,1008,3,0,6
846,0,86999,357.0,4,1893,5,0,10
67,0,34645,309.0,53,868,3,0,4
3,0,28535,213.0,34,383,3,0,2
50,1,43550,304.0,43,429,3,0,7
37,0,27500,400.0,28,1017,3,0,8
22,0,31000,271.0,52,1087,2,0,4
10,1,69000,350.0,43,122,3,0,6
143,0,16000,400.0,9,505,3,0,20
80,1,8500,200.0,0,1316,3,1,23
3,0,275000,611.0,13,1365,3,0,4
6,0,45000,295.0,43,438,3,1,18
3,0,488880,309.0,46,1206,3,0,12
29,0,74900,387.0,3,1508,3,0,3
4,0,144664,603.0,36,229,4,0,3
14,0,38500,280.0,17,1358,3,0,4
64,0,12995,302.0,36,351,3,0,20
154,1,10000,235.0,27,795,3,0,21
54,0,27000,235.0,27,1137,3,0,10
232,1,6000,210.0,11,535,3,0,18
26,0,52645,341.0,32,813,3,0,5
21,0,35998,232.0,26,1389,3,0,5
2,0,159500,387.0,2,1043,3,0,4
9,0,33610,232.0,3,1224,3,0,3
61,1,28616,269.0,14,650,3,0,5
72,0,46900,469.0,36,223,3,0,7
6,0,29990,228.0,50,295,3,1,2
40,0,28499,315.0,4,112,3,0,9
57,1,36500,365.0,24,1620,3,0,5
122,1,9999,210.0,50,722,3,1,21
459,0,36998,213.0,24,1609,3,0,2
62,1,40500,425.0,4,976,3,0,9
72,0,17500,429.0,19,600,3,0,12
40,0,53000,523.0,4,984,3,2,5
77,1,30000,305.0,50,900,3,1,11
20,0,159998,387.0,36,218,3,0,6
36,0,22966,213.0,34,1068,3,0,5
800,0,9800,132.0,19,1746,3,2,12
3,0,239995,387.0,5,303,3,0,2
6,0,79998,341.0,26,1380,4,0,2
69,0,37405,352.0,24,1685,3,0,5
45,0,41900,454.0,32,837,3,0,10
37,0,39998,232.0,4,105,3,0,5
137,1,8500,420.0,20,985,3,2,14
4,1,73900,490.0,9,509,3,0,2
5,0,47598,232.0,3,1237,4,0,2
52,0,38000,301.0,27,792,3,0,7
50,0,10795,240.0,4,1782,3,0,11
41,0,32400,280.0,1,1371,3,0,5
71,0,34000,395.0,44,4,3,0,4
27,0,53000,425.0,4,976,3,0,10
15,0,84500,670.0,52,1102,2,0,3
95,0,18000,250.0,55,1488,3,0,7
94,0,19500,300.0,50,901,3,1,20
45,0,57998,341.0,4,1811,3,0,5
110,0,11000,272.0,8,371,3,0,11
49,0,21590,232.0,26,1386,3,0,9
64,0,27500,420.0,16,758,3,2,8
22,1,18000,268.0,36,353,3,0,16
324,0,199998,502.0,26,1403,3,0,2
68,0,20818,170.0,24,1159,3,0,6
54,1,31853,309.0,53,867,3,0,7
17,0,45900,188.0,36,1615,0,2,6
18,1,29500,228.0,4,1784,3,0,5
51,1,102000,550.0,3,1281,3,2,10
16,0,42800,292.0,3,1461,3,0,7
7,0,75500,437.0,53,1732,4,0,3
8,0,52900,341.0,3,1506,3,0,3
68,1,20000,252.0,3,181,3,2,9
3,0,288900,577.0,25,869,3,1,3
83,0,8995,230.0,4,45,3,0,18
25,0,50000,354.0,3,1507,3,0,7
16,0,97952,341.0,8,617,0,0,4
125,0,17200,320.0,4,967,3,1,11
10,0,50998,352.0,24,1685,3,0,2
144,0,22000,323.0,9,656,3,0,17
31,0,27654,213.0,15,244,3,0,5
2,0,41598,232.0,4,1790,3,0,4
127,1,14000,211.0,3,1654,3,0,10
101,0,20500,256.0,50,1170,3,0,8
90,0,4495,140.0,38,574,3,0,24
27,0,29800,213.0,19,1519,3,0,3
20,0,67000,600.0,4,982,3,0,7
134,1,10500,390.0,11,1341,3,0,14
84,1,10000,188.0,14,733,5,0,10
19,0,71000,437.0,53,1732,4,0,3
116,0,17500,240.0,26,1406,3,0,10
192,1,9750,310.0,28,1143,1,0,16
125,0,75000,188.0,36,1613,0,0,8
17,0,95000,603.0,36,216,3,0,6
74,0,32000,320.0,4,77,3,0,7
120,1,5500,140.0,0,905,3,0,27
74,0,36340,341.0,3,1250,3,0,6
30,0,40999,560.0,4,986,3,2,11
14,0,29798,232.0,54,268,3,0,4
1,0,120990,409.0,27,934,3,0,2
143,0,11500,328.0,20,1229,3,2,10
47,1,11500,215.0,4,1878,3,2,19
19,0,59549,560.0,4,986,3,2,10
36,0,39998,341.0,4,1787,3,0,6
47,0,15363,190.0,24,1596,3,0,11
6,0,95000,835.0,45,1277,2,0,2
58,0,29995,240.0,4,1880,3,1,10
49,0,60999,640.0,8,379,3,2,8
119,0,18000,169.0,14,1712,3,0,5
36,0,72000,550.0,26,1444,3,2,5
121,1,13250,204.0,27,883,3,0,15
2,0,78350,375.0,4,1815,4,2,2
110,1,22000,316.0,55,1830,3,0,7
149,0,3850,173.0,19,1725,3,0,17
15,0,37995,304.0,11,539,3,0,4
39,1,39000,362.0,36,208,3,0,8
65,0,42995,339.0,15,1873,3,0,6
42,0,91500,591.0,3,1313,3,2,5
655,0,94500,835.0,45,1277,2,0,2
54,0,33000,219.0,53,1288,4,0,6
26,0,53900,505.0,1,1370,3,0,6
38,0,36598,232.0,26,1409,3,0,5
21,0,35345,232.0,1,1372,3,0,5
99,0,22999,403.0,8,609,3,0,18
36,0,47756,464.0,14,675,1,0,6
130,0,9950,287.0,39,57,3,0,20
178,0,7600,170.0,50,953,3,0,15
160,1,3000,115.0,17,463,3,0,22
9,0,185000,562.0,35,109,3,2,5
1,0,36000,404.0,32,812,3,2,9
30,0,58900,369.0,22,1761,3,0,3
50,0,27995,404.0,32,812,3,2,8
121,0,6348,220.0,27,1318,3,0,23
140,0,2000,302.0,28,292,3,0,20
67,0,21500,169.0,14,1712,1,0,7
62,1,19998,304.0,8,1510,3,0,9
38,0,21000,365.0,28,1010,3,0,9
138,0,5000,106.0,53,1864,3,1,15
40,1,72000,603.0,36,216,3,2,6
42,0,71998,341.0,36,775,4,0,3
48,1,127899,416.0,36,741,3,0,6
128,0,11000,201.0,19,1747,3,1,11
48,0,40368,387.0,53,81,3,0,6
5,0,99900,496.0,36,1454,4,0,4
39,0,67900,387.0,3,1310,3,0,8
97,1,12900,140.0,34,1020,3,1,26
54,1,33999,362.0,36,207,3,0,8
11,0,47500,505.0,9,512,3,1,18
44,1,73000,475.0,14,673,0,0,4
11,0,27900,184.0,54,1692,3,0,3
103,0,16000,407.0,4,131,3,0,13
456,0,128995,543.0,4,971,3,2,1
64,0,37300,301.0,27,792,3,0,7
108,0,25999,333.0,3,1246,3,0,8
37,1,26600,280.0,1,1372,3,2,7
5,0,95998,341.0,26,1379,4,0,2
29,0,50998,502.0,4,133,3,0,6
66,0,44950,425.0,4,970,3,2,10
850,0,314900,563.0,46,814,3,0,4
33,0,38000,355.0,3,1888,2,0,6
108,1,11400,204.0,27,883,3,0,14
80,0,19000,240.0,26,1410,3,0,9
20,1,124990,553.0,13,397,3,0,10
37,0,63997,471.0,27,923,3,0,7
132,1,5800,295.0,15,1543,3,0,20
146,0,8995,272.0,27,569,3,0,17
29,0,29000,350.0,39,61,3,1,15
141,0,5700,345.0,11,1335,3,0,21
85,0,19995,365.0,14,636,3,0,9
87,0,17800,325.0,20,1265,3,0,10
4,0,105900,502.0,4,1797,3,0,2
158,0,19780,380.0,28,1149,3,2,9
10,0,36000,250.0,55,1744,3,0,5
46,0,37000,340.0,3,192,3,0,7
15,0,31621,201.0,14,328,3,0,4
220,0,5500,140.0,54,623,3,0,24
58,0,51500,550.0,21,698,3,0,8
30,0,44998,232.0,26,1407,4,0,5
38,0,45277,369.0,44,10,3,0,4
2,0,91000,835.0,45,1277,2,0,2
11,0,91900,442.0,4,989,3,0,4
50,0,65000,383.0,27,933,3,0,7
58,0,38000,247.0,26,1439,3,0,6
3,0,54998,309.0,0,1005,3,2,2
61,0,65000,471.0,27,923,3,2,7
48,1,43500,349.0,3,1507,3,2,6
66,1,34900,247.0,26,1439,3,0,7
44,0,50658,369.0,44,11,3,0,5
19,0,42900,341.0,3,1463,3,0,6
36,0,59598,387.0,3,198,4,0,5
8,0,93000,420.0,8,608,3,2,4
10,0,85500,503.0,36,233,3,0,9
112,1,28000,420.0,4,970,3,2,16
167,0,6250,190.0,17,253,3,0,16
115,0,449995,422.0,46,529,3,0,3
71,1,35999,420.0,8,613,3,0,10
31,0,36570,232.0,0,1299,3,0,5
33,0,29999,228.0,4,1785,3,2,3
68,0,11995,180.0,7,1750,1,2,12
21,0,104900,387.0,36,237,3,0,5
34,1,48000,410.0,44,30,3,0,4
32,0,44900,208.0,36,1077,3,2,7
40,0,36998,232.0,26,1408,3,0,5
22,0,50000,316.0,55,1829,3,0,5
59,1,48999,375.0,14,635,3,0,5
265,1,5000,208.0,53,860,4,0,19
210,0,8500,282.0,53,1737,3,0,20
195,0,87500,310.0,14,1716,3,0,2
120,0,19500,260.0,9,657,0,0,9
15,0,33000,200.0,9,309,2,0,3
34,0,42998,232.0,22,1773,4,0,4
3,0,87000,375.0,4,1815,4,0,2
18,0,87500,341.0,36,230,3,0,4
44,0,45423,369.0,53,1733,3,0,5
26,0,32000,228.0,4,1784,3,2,4
87,0,15300,300.0,4,2,3,0,17
28,0,20500,184.0,34,1061,3,2,7
29,0,39999,340.0,3,192,3,0,7
37,0,14995,260.0,48,1583,3,0,17
138,0,9950,184.0,4,1877,3,0,20
44,0,65000,400.0,55,1826,5,0,5
17,0,38781,232.0,0,1640,3,0,4
30,0,46598,309.0,0,1005,3,0,3
53,1,67100,420.0,9,1669,3,0,4
61,0,42000,425.0,52,1108,2,0,4
99,0,11495,302.0,36,774,3,0,12
32,0,33299,304.0,9,1720,3,0,3
79,0,16800,445.0,4,106,3,0,12
220,0,5750,300.0,26,1426,3,0,18
17,0,43000,255.0,4,71,3,0,4
75,1,24999,245.0,43,434,3,1,18
38,0,62595,309.0,14,637,3,0,4
250,0,94000,835.0,45,1277,2,0,2
13,0,42598,232.0,36,769,3,0,4
6,0,48000,550.0,14,1129,3,1,13
70,1,36300,425.0,52,1108,2,0,4
80,0,15900,332.0,39,60,3,0,16
125,0,33000,381.0,53,1528,3,0,11
14,0,63900,375.0,39,1133,3,0,5
23,0,33500,169.0,14,1713,3,0,3
162,0,18900,400.0,20,1266,3,0,11
25,1,39000,380.0,2,1044,3,0,17
17,0,107998,341.0,43,153,3,2,8
20,0,69250,400.0,29,625,3,1,8
30,0,45000,247.0,26,1438,3,0,5
132,1,6700,261.0,39,1863,3,1,18
122,1,13500,370.0,11,452,3,0,13
18,0,31755,208.0,7,592,3,0,3
56,1,13999,147.0,39,949,2,0,7
102,0,4200,107.0,39,950,2,0,13
18,0,83998,432.0,22,850,3,0,3
535,0,65990,400.0,39,1874,3,1,2
138,1,22550,271.0,43,315,3,1,22
70,0,37900,550.0,5,482,3,0,21
40,0,53600,550.0,21,698,3,0,7
36,0,85000,420.0,8,608,3,2,4
43,0,31990,220.0,3,1654,3,2,7
69,0,35297,232.0,22,1777,3,0,5
91,0,29995,450.0,3,1473,3,0,9
116,0,31900,360.0,15,1549,1,2,10
4,0,52991,213.0,34,395,3,0,1
67,1,11499,188.0,14,344,5,0,8
68,0,52000,420.0,8,604,3,0,7
207,1,10500,250.0,3,1656,3,1,17
36,1,25987,213.0,19,1518,3,0,4
44,0,46599,577.0,36,228,3,0,9
11,0,54500,429.0,36,1491,3,0,10
112,1,17500,290.0,0,996,3,0,11
19,0,67999,422.0,44,26,0,0,6
103,0,15500,310.0,3,196,3,0,13
1,0,73600,453.0,4,964,3,1,2
108,0,34918,369.0,44,10,3,0,6
112,0,17000,211.0,3,1231,3,0,12
54,1,22500,304.0,8,1860,3,0,6
87,1,13000,150.0,54,909,3,2,9
50,0,31700,350.0,14,716,3,1,9
34,0,64600,503.0,36,210,3,0,8
32,1,29614,201.0,14,327,3,0,4
7,0,43663,304.0,22,817,3,0,4
42,0,20995,247.0,4,49,5,2,8
44,0,25625,232.0,36,768,3,0,7
21,0,33000,300.0,0,999,3,0,12
12,0,41000,365.0,16,751,3,0,3
14,0,98000,383.0,27,933,3,0,4
32,0,43500,293.0,22,842,3,0,3
13,1,24999,139.0,19,882,5,0,3
101,0,6975,173.0,24,1604,3,0,16
5,0,76500,389.0,4,1799,5,0,2
85,0,23598,339.0,14,634,3,0,11
48,0,67250,567.0,4,1807,3,2,7
112,0,14000,140.0,54,623,3,0,24
79,0,69000,563.0,46,814,3,0,15
125,0,26500,380.0,28,1148,3,2,9
14,1,39777,221.0,36,763,3,0,3
15,0,41741,304.0,44,4,3,0,3
15,0,56740,304.0,22,844,3,0,3
90,0,5800,235.0,55,1486,3,0,15
45,1,25000,200.0,50,295,3,1,11
8,0,39500,340.0,9,505,3,0,27
90,0,29994,325.0,18,853,3,0,19
15,0,101998,387.0,3,1309,4,0,4
132,1,10999,305.0,14,579,3,2,14
33,0,6500,182.0,15,1688,3,0,15
37,0,72567,518.0,26,1401,3,0,7
11,0,37500,293.0,22,848,3,0,3
23,0,63999,425.0,4,976,3,0,5
10,0,135000,630.0,36,231,3,2,6
10,0,29900,335.0,9,398,3,1,4
48,0,54000,567.0,4,1807,3,0,7
138,1,10000,382.0,36,352,3,0,18
24,0,81900,464.0,44,16,3,0,3
32,0,67000,560.0,3,1311,3,0,9
20,0,55998,341.0,43,1030,3,0,5
10,0,50500,375.0,16,790,3,0,3
62,1,33995,380.0,2,1044,3,1,17
84,0,10200,300.0,39,59,3,1,19
139,1,18800,381.0,53,1529,1,0,12
41,0,62900,355.0,9,1673,3,0,4
39,0,24590,190.0,22,479,3,0,5
8,0,47998,232.0,4,68,3,0,3
32,0,33410,201.0,14,328,3,0,4
63,1,42000,469.0,36,209,3,0,8
258,0,3550,218.0,55,1467,3,1,20
57,1,29500,302.0,36,771,3,0,8
89,0,29999,355.0,9,1553,3,0,8
134,0,28000,355.0,9,1672,3,0,10
16,0,47950,309.0,0,1002,3,0,3
15,0,162950,419.0,5,304,3,0,5
20,0,44249,300.0,16,789,3,2,3
158,1,2500,200.0,42,710,3,0,26
41,0,51998,318.0,27,792,3,0,4
34,0,85998,502.0,4,203,3,0,5
1,0,92900,503.0,4,979,3,0,2
26,0,38383,304.0,22,842,3,0,4
15,1,24000,147.0,24,726,3,0,3
47,0,14699,147.0,24,728,3,0,7
10,0,98900,502.0,4,1807,3,0,3
18,0,41950,280.0,44,1219,3,0,4
25,0,38322,304.0,54,277,3,0,4
3,0,27599,213.0,19,1519,3,0,4
71,1,21000,340.0,21,1836,3,0,10
15,0,63000,335.0,3,195,4,0,3
38,0,22000,208.0,20,1259,3,0,8
2,0,244896,577.0,36,217,3,2,3
32,0,43500,385.0,36,206,3,0,6
61,1,28000,271.0,38,941,3,1,22
78,0,24590,304.0,22,1778,3,0,12
83,1,18999,150.0,3,165,0,0,10
122,0,4300,174.0,54,911,3,1,23
66,0,68998,502.0,4,203,3,0,5
1,0,272950,387.0,5,301,3,0,2
83,0,15000,208.0,36,350,3,0,11
18,0,85000,369.0,4,1893,5,0,6
101,1,16500,134.0,27,364,4,0,10
29,0,44999,366.0,53,1736,3,0,3
24,0,35999,241.0,36,1498,3,0,6
41,1,47999,387.0,36,212,3,0,9
68,0,36994,309.0,14,670,3,0,5
155,0,8300,273.0,34,391,3,0,15
27,0,35557,309.0,17,1358,3,0,6
18,0,115000,600.0,5,302,3,0,7
138,0,6880,172.0,31,496,3,1,16
126,0,3950,245.0,39,1113,3,0,20
22,0,113990,542.0,5,305,3,0,6
137,0,3200,188.0,39,916,3,0,14
68,0,40500,375.0,14,638,3,0,6
52,1,53722,375.0,14,637,3,0,5
10,0,259000,571.0,25,1115,3,0,19
